instant,dteday,season,temp,atemp,hum
14651,07-09-12,3,0.8,0.7576,0.55
14652,07-09-12,3,0.8,0.7576,0.55
14653,07-09-12,3,0.78,0.7424,0.59
14654,07-09-12,3,0.76,0.7121,0.62
14655,07-09-12,3,0.74,0.6818,0.62
14656,07-09-12,3,0.72,0.6818,0.66
14657,07-09-12,3,0.7,0.6667,0.74
14658,07-09-12,3,0.7,0.6667,0.74
14659,07-09-12,3,0.66,0.5909,0.89
14660,08-09-12,3,0.66,0.5909,0.89
14661,08-09-12,3,0.66,0.5909,0.89
14662,08-09-12,3,0.66,0.5909,0.89
14663,08-09-12,3,0.66,0.5909,0.89
14664,08-09-12,3,0.66,0.5909,0.94
14665,08-09-12,3,0.66,0.5909,0.94
14666,08-09-12,3,0.66,0.5909,0.89
14667,08-09-12,3,0.66,0.5909,0.89
14668,08-09-12,3,0.7,0.6667,0.79
14669,08-09-12,3,0.7,0.6667,0.74
14670,08-09-12,3,0.74,0.697,0.7
14671,08-09-12,3,0.76,0.7121,0.62
14672,08-09-12,3,0.8,0.7576,0.55
14673,08-09-12,3,0.82,0.7727,0.52
14674,08-09-12,3,0.82,0.7727,0.52
14675,08-09-12,3,0.56,0.5303,0.88
14676,08-09-12,3,0.56,0.5303,0.88
14677,08-09-12,3,0.58,0.5455,0.83
14678,08-09-12,3,0.58,0.5455,0.83
14679,08-09-12,3,0.58,0.5455,0.88
14680,08-09-12,3,0.58,0.5455,0.88
14681,08-09-12,3,0.6,0.5606,0.83
14682,08-09-12,3,0.58,0.5455,0.78
14683,08-09-12,3,0.58,0.5455,0.73
14684,09-09-12,3,0.56,0.5303,0.73
14685,09-09-12,3,0.56,0.5303,0.73
14686,09-09-12,3,0.54,0.5152,0.77
14687,09-09-12,3,0.54,0.5152,0.73
14688,09-09-12,3,0.52,0.5,0.77
14689,09-09-12,3,0.52,0.5,0.77
14690,09-09-12,3,0.52,0.5,0.77
14691,09-09-12,3,0.54,0.5152,0.73
14692,09-09-12,3,0.58,0.5455,0.68
14693,09-09-12,3,0.62,0.6061,0.61
14694,09-09-12,3,0.64,0.6212,0.57
14695,09-09-12,3,0.66,0.6212,0.47
14696,09-09-12,3,0.66,0.6212,0.47
14697,09-09-12,3,0.68,0.6364,0.39
14698,09-09-12,3,0.72,0.6515,0.3
14699,09-09-12,3,0.72,0.6515,0.32
14700,09-09-12,3,0.68,0.6364,0.36
14701,09-09-12,3,0.7,0.6364,0.37
14702,09-09-12,3,0.66,0.6212,0.36
14703,09-09-12,3,0.66,0.6212,0.36
14704,09-09-12,3,0.62,0.6212,0.41
14705,09-09-12,3,0.6,0.6212,0.46
14706,09-09-12,3,0.58,0.5455,0.49
14707,09-09-12,3,0.56,0.5303,0.52
14708,10-09-12,3,0.56,0.5303,0.52
14709,10-09-12,3,0.54,0.5152,0.6
14710,10-09-12,3,0.54,0.5152,0.6
14711,10-09-12,3,0.52,0.5,0.68
14712,10-09-12,3,0.52,0.5,0.68
14713,10-09-12,3,0.5,0.4848,0.72
14714,10-09-12,3,0.5,0.4848,0.72
14715,10-09-12,3,0.52,0.5,0.68
14716,10-09-12,3,0.56,0.5303,0.6
14717,10-09-12,3,0.6,0.6212,0.53
14718,10-09-12,3,0.62,0.6212,0.5
14719,10-09-12,3,0.62,0.6212,0.43
14720,10-09-12,3,0.64,0.6212,0.44
14721,10-09-12,3,0.64,0.6212,0.38
14722,10-09-12,3,0.66,0.6212,0.36
14723,10-09-12,3,0.66,0.6212,0.31
14724,10-09-12,3,0.66,0.6212,0.34
14725,10-09-12,3,0.66,0.6212,0.34
14726,10-09-12,3,0.62,0.6212,0.35
14727,10-09-12,3,0.62,0.6212,0.38
14728,10-09-12,3,0.6,0.6212,0.4
14729,10-09-12,3,0.56,0.5303,0.49
14730,10-09-12,3,0.54,0.5152,0.52
14731,10-09-12,3,0.54,0.5152,0.52
14732,11-09-12,3,0.52,0.5,0.59
14733,11-09-12,3,0.5,0.4848,0.63
14734,11-09-12,3,0.48,0.4697,0.77
14735,11-09-12,3,0.48,0.4697,0.67
14736,11-09-12,3,0.48,0.4697,0.72
14737,11-09-12,3,0.46,0.4545,0.72
14738,11-09-12,3,0.46,0.4545,0.77
14739,11-09-12,3,0.5,0.4848,0.72
14740,11-09-12,3,0.54,0.5152,0.68
14741,11-09-12,3,0.6,0.6212,0.49
14742,11-09-12,3,0.62,0.6212,0.38
14743,11-09-12,3,0.64,0.6212,0.33
14744,11-09-12,3,0.64,0.6212,0.33
14745,11-09-12,3,0.66,0.6212,0.29
14746,11-09-12,3,0.68,0.6212,0.3
14747,11-09-12,3,0.7,0.6364,0.28
14748,11-09-12,3,0.7,0.6364,0.28
14749,11-09-12,3,0.7,0.6364,0.28
14750,11-09-12,3,0.64,0.6212,0.36
14751,11-09-12,3,0.62,0.6212,0.41
14752,11-09-12,3,0.58,0.5455,0.56
14753,11-09-12,3,0.56,0.5303,0.6
14754,11-09-12,3,0.56,0.5303,0.64
14755,11-09-12,3,0.54,0.5152,0.68
14756,12-09-12,3,0.52,0.5,0.72
14757,12-09-12,3,0.52,0.5,0.72
14758,12-09-12,3,0.52,0.5,0.72
14759,12-09-12,3,0.5,0.4848,0.77
14760,12-09-12,3,0.5,0.4848,0.72
14761,12-09-12,3,0.5,0.4848,0.72
14762,12-09-12,3,0.5,0.4848,0.72
14763,12-09-12,3,0.52,0.5,0.72
14764,12-09-12,3,0.56,0.5303,0.64
14765,12-09-12,3,0.6,0.6061,0.64
14766,12-09-12,3,0.62,0.6061,0.61
14767,12-09-12,3,0.66,0.6212,0.5
14768,12-09-12,3,0.68,0.6364,0.36
14769,12-09-12,3,0.7,0.6364,0.34
14770,12-09-12,3,0.7,0.6364,0.37
14771,12-09-12,3,0.72,0.6515,0.37
14772,12-09-12,3,0.72,0.6515,0.37
14773,12-09-12,3,0.7,0.6364,0.41
14774,12-09-12,3,0.66,0.6212,0.44
14775,12-09-12,3,0.64,0.6212,0.5
14776,12-09-12,3,0.62,0.6212,0.57
14777,12-09-12,3,0.6,0.6061,0.6
14778,12-09-12,3,0.56,0.5303,0.64
14779,12-09-12,3,0.56,0.5303,0.68
14780,13-09-12,3,0.56,0.5303,0.73
14781,13-09-12,3,0.54,0.5152,0.77
14782,13-09-12,3,0.54,0.5152,0.77
14783,13-09-12,3,0.52,0.5,0.83
14784,13-09-12,3,0.52,0.5,0.83
14785,13-09-12,3,0.52,0.5,0.83
14786,13-09-12,3,0.5,0.4848,0.82
14787,13-09-12,3,0.54,0.5152,0.77
14788,13-09-12,3,0.56,0.5303,0.73
14789,13-09-12,3,0.6,0.6061,0.64
14790,13-09-12,3,0.64,0.6212,0.61
14791,13-09-12,3,0.66,0.6212,0.5
14792,13-09-12,3,0.68,0.6364,0.44
14793,13-09-12,3,0.7,0.6364,0.42
14794,13-09-12,3,0.72,0.6515,0.39
14795,13-09-12,3,0.72,0.6515,0.42
14796,13-09-12,3,0.72,0.6515,0.39
14797,13-09-12,3,0.72,0.6515,0.42
14798,13-09-12,3,0.68,0.6364,0.57
14799,13-09-12,3,0.64,0.6061,0.65
14800,13-09-12,3,0.62,0.6061,0.69
14801,13-09-12,3,0.62,0.6061,0.65
14802,13-09-12,3,0.6,0.5909,0.69
14803,13-09-12,3,0.58,0.5455,0.73
14804,14-09-12,3,0.56,0.5303,0.73
14805,14-09-12,3,0.56,0.5303,0.73
14806,14-09-12,3,0.56,0.5303,0.73
14807,14-09-12,3,0.54,0.5152,0.77
14808,14-09-12,3,0.54,0.5152,0.77
14809,14-09-12,3,0.54,0.5152,0.83
14810,14-09-12,3,0.54,0.5152,0.88
14811,14-09-12,3,0.56,0.5303,0.88
14812,14-09-12,3,0.6,0.5758,0.78
14813,14-09-12,3,0.62,0.5909,0.78
14814,14-09-12,3,0.68,0.6364,0.65
14815,14-09-12,3,0.68,0.6364,0.61
14816,14-09-12,3,0.7,0.6515,0.54
14817,14-09-12,3,0.7,0.6515,0.54
14818,14-09-12,3,0.72,0.6515,0.45
14819,14-09-12,3,0.72,0.6667,0.48
14820,14-09-12,3,0.72,0.6667,0.51
14821,14-09-12,3,0.72,0.6667,0.51
14822,14-09-12,3,0.72,0.6515,0.45
14823,14-09-12,3,0.68,0.6364,0.57
14824,14-09-12,3,0.66,0.6212,0.61
14825,14-09-12,3,0.64,0.6061,0.73
14826,14-09-12,3,0.62,0.5758,0.83
14827,14-09-12,3,0.62,0.5909,0.78
14828,15-09-12,3,0.6,0.5606,0.83
14829,15-09-12,3,0.6,0.5909,0.73
14830,15-09-12,3,0.58,0.5455,0.78
14831,15-09-12,3,0.6,0.5909,0.73
14832,15-09-12,3,0.6,0.5909,0.69
14833,15-09-12,3,0.58,0.5455,0.6
14834,15-09-12,3,0.54,0.5152,0.49
14835,15-09-12,3,0.54,0.5152,0.52
14836,15-09-12,3,0.56,0.5303,0.49
14837,15-09-12,3,0.6,0.6212,0.43
14838,15-09-12,3,0.62,0.6212,0.41
14839,15-09-12,3,0.64,0.6212,0.38
14840,15-09-12,3,0.66,0.6212,0.36
14841,15-09-12,3,0.68,0.6364,0.36
14842,15-09-12,3,0.68,0.6364,0.34
14843,15-09-12,3,0.68,0.6364,0.34
14844,15-09-12,3,0.66,0.6212,0.36
14845,15-09-12,3,0.66,0.6212,0.36
14846,15-09-12,3,0.64,0.6212,0.36
14847,15-09-12,3,0.62,0.6212,0.41
14848,15-09-12,3,0.6,0.6212,0.43
14849,15-09-12,3,0.56,0.5303,0.52
14850,15-09-12,3,0.56,0.5303,0.52
14851,15-09-12,3,0.54,0.5152,0.6
14852,16-09-12,3,0.54,0.5152,0.64
14853,16-09-12,3,0.54,0.5152,0.64
14854,16-09-12,3,0.52,0.5,0.63
14855,16-09-12,3,0.5,0.4848,0.68
14856,16-09-12,3,0.5,0.4848,0.72
14857,16-09-12,3,0.5,0.4848,0.72
14858,16-09-12,3,0.5,0.4848,0.72
14859,16-09-12,3,0.5,0.4848,0.77
14860,16-09-12,3,0.54,0.5152,0.64
14861,16-09-12,3,0.58,0.5455,0.6
14862,16-09-12,3,0.62,0.6212,0.5
14863,16-09-12,3,0.64,0.6212,0.47
14864,16-09-12,3,0.66,0.6212,0.44
14865,16-09-12,3,0.64,0.6212,0.41
14866,16-09-12,3,0.66,0.6212,0.39
14867,16-09-12,3,0.64,0.6212,0.41
14868,16-09-12,3,0.64,0.6212,0.44
14869,16-09-12,3,0.66,0.6212,0.41
14870,16-09-12,3,0.62,0.6212,0.5
14871,16-09-12,3,0.62,0.6212,0.5
14872,16-09-12,3,0.6,0.6212,0.53
14873,16-09-12,3,0.6,0.6212,0.56
14874,16-09-12,3,0.56,0.5303,0.68
14875,16-09-12,3,0.54,0.5152,0.68
14876,17-09-12,3,0.54,0.5152,0.68
14877,17-09-12,3,0.52,0.5,0.72
14878,17-09-12,3,0.52,0.5,0.72
14879,17-09-12,3,0.5,0.4848,0.77
14880,17-09-12,3,0.5,0.4848,0.77
14881,17-09-12,3,0.48,0.4697,0.82
14882,17-09-12,3,0.48,0.4697,0.82
14883,17-09-12,3,0.52,0.5,0.77
14884,17-09-12,3,0.54,0.5152,0.77
14885,17-09-12,3,0.58,0.5455,0.68
14886,17-09-12,3,0.62,0.6061,0.65
14887,17-09-12,3,0.62,0.6061,0.69
14888,17-09-12,3,0.62,0.6061,0.69
14889,17-09-12,3,0.64,0.6061,0.65
14890,17-09-12,3,0.64,0.6061,0.65
14891,17-09-12,3,0.64,0.6061,0.65
14892,17-09-12,3,0.64,0.6061,0.69
14893,17-09-12,3,0.64,0.6061,0.65
14894,17-09-12,3,0.62,0.5909,0.73
14895,17-09-12,3,0.62,0.5909,0.73
14896,17-09-12,3,0.62,0.5909,0.73
14897,17-09-12,3,0.62,0.5758,0.83
14898,17-09-12,3,0.62,0.5758,0.83
14899,17-09-12,3,0.6,0.5152,0.94
14900,18-09-12,3,0.6,0.5152,0.94
14901,18-09-12,3,0.6,0.5152,0.94
14902,18-09-12,3,0.6,0.5152,0.94
14903,18-09-12,3,0.62,0.5455,0.94
14904,18-09-12,3,0.62,0.5455,0.94
14905,18-09-12,3,0.64,0.5758,0.89
14906,18-09-12,3,0.64,0.5758,0.89
14907,18-09-12,3,0.64,0.5758,0.89
14908,18-09-12,3,0.66,0.6061,0.83
14909,18-09-12,3,0.66,0.6061,0.83
14910,18-09-12,3,0.68,0.6364,0.79
14911,18-09-12,3,0.68,0.6364,0.79
14912,18-09-12,3,0.68,0.6364,0.83
14913,18-09-12,3,0.7,0.6667,0.74
14914,18-09-12,3,0.6,0.5152,0.94
14915,18-09-12,3,0.6,0.5455,0.88
14916,18-09-12,3,0.6,0.5455,0.88
14917,18-09-12,3,0.6,0.5455,0.88
14918,18-09-12,3,0.6,0.5455,0.88
14919,18-09-12,3,0.6,0.5455,0.88
14920,18-09-12,3,0.6,0.5455,0.88
14921,18-09-12,3,0.6,0.5455,0.88
14922,18-09-12,3,0.58,0.5455,0.83
14923,18-09-12,3,0.56,0.5303,0.83
14924,19-09-12,3,0.56,0.5303,0.68
14925,19-09-12,3,0.54,0.5152,0.68
14926,19-09-12,3,0.54,0.5152,0.64
14927,19-09-12,3,0.52,0.5,0.63
14928,19-09-12,3,0.52,0.5,0.68
14929,19-09-12,3,0.52,0.5,0.68
14930,19-09-12,3,0.52,0.5,0.63
14931,19-09-12,3,0.52,0.5,0.63
14932,19-09-12,3,0.52,0.5,0.59
14933,19-09-12,3,0.54,0.5152,0.6
14934,19-09-12,3,0.56,0.5303,0.52
14935,19-09-12,3,0.6,0.6212,0.43
14936,19-09-12,3,0.6,0.6212,0.43
14937,19-09-12,3,0.6,0.6212,0.4
14938,19-09-12,3,0.62,0.6212,0.38
14939,19-09-12,3,0.62,0.6212,0.35
14940,19-09-12,3,0.62,0.6212,0.35
14941,19-09-12,3,0.6,0.6212,0.38
14942,19-09-12,3,0.58,0.5455,0.4
14943,19-09-12,3,0.56,0.5303,0.43
14944,19-09-12,3,0.52,0.5,0.48
14945,19-09-12,3,0.5,0.4848,0.59
14946,19-09-12,3,0.5,0.4848,0.63
14947,19-09-12,3,0.48,0.4697,0.67
14948,20-09-12,3,0.5,0.4848,0.63
14949,20-09-12,3,0.46,0.4545,0.72
14950,20-09-12,3,0.46,0.4545,0.72
14951,20-09-12,3,0.44,0.4394,0.77
14952,20-09-12,3,0.44,0.4394,0.77
14953,20-09-12,3,0.44,0.4394,0.77
14954,20-09-12,3,0.44,0.4394,0.77
14955,20-09-12,3,0.46,0.4545,0.82
14956,20-09-12,3,0.5,0.4848,0.68
14957,20-09-12,3,0.56,0.5303,0.6
14958,20-09-12,3,0.58,0.5455,0.53
14959,20-09-12,3,0.62,0.6212,0.43
14960,20-09-12,3,0.62,0.6212,0.43
14961,20-09-12,3,0.64,0.6212,0.44
14962,20-09-12,3,0.64,0.6212,0.47
14963,20-09-12,3,0.66,0.6212,0.47
14964,20-09-12,3,0.64,0.6212,0.47
14965,20-09-12,3,0.64,0.6212,0.5
14966,20-09-12,3,0.6,0.6212,0.56
14967,20-09-12,3,0.58,0.5455,0.6
14968,20-09-12,3,0.56,0.5303,0.64
14969,20-09-12,3,0.56,0.5303,0.64
14970,20-09-12,3,0.54,0.5152,0.73
14971,20-09-12,3,0.54,0.5152,0.68
14972,21-09-12,3,0.54,0.5152,0.68
14973,21-09-12,3,0.52,0.5,0.72
14974,21-09-12,3,0.52,0.5,0.72
14975,21-09-12,3,0.5,0.4848,0.77
14976,21-09-12,3,0.5,0.4848,0.77
14977,21-09-12,3,0.5,0.4848,0.82
14978,21-09-12,3,0.5,0.4848,0.77
14979,21-09-12,3,0.52,0.5,0.77
14980,21-09-12,3,0.54,0.5152,0.73
14981,21-09-12,3,0.58,0.5455,0.68
14982,21-09-12,3,0.62,0.6061,0.61
14983,21-09-12,3,0.66,0.6212,0.57
14984,21-09-12,3,0.68,0.6364,0.57
14985,21-09-12,3,0.7,0.6515,0.54
14986,21-09-12,3,0.7,0.6515,0.54
14987,21-09-12,3,0.7,0.6515,0.54
14988,21-09-12,3,0.7,0.6515,0.54
14989,21-09-12,3,0.68,0.6364,0.57
14990,21-09-12,3,0.66,0.6212,0.61
14991,21-09-12,3,0.64,0.6061,0.65
14992,21-09-12,3,0.62,0.6061,0.69
14993,21-09-12,3,0.6,0.5909,0.73
14994,21-09-12,3,0.6,0.5909,0.73
14995,21-09-12,3,0.6,0.5909,0.73
14996,22-09-12,3,0.6,0.5909,0.73
14997,22-09-12,3,0.58,0.5455,0.83
14998,22-09-12,3,0.56,0.5303,0.88
14999,22-09-12,3,0.56,0.5303,0.83
15000,22-09-12,3,0.56,0.5303,0.83
15001,22-09-12,3,0.56,0.5303,0.83
15002,22-09-12,3,0.56,0.5303,0.83
15003,22-09-12,3,0.58,0.5455,0.78
15004,22-09-12,3,0.6,0.5909,0.73
15005,22-09-12,3,0.64,0.6061,0.69
15006,22-09-12,3,0.66,0.6212,0.65
15007,22-09-12,3,0.7,0.6515,0.58
15008,22-09-12,3,0.72,0.6667,0.54
15009,22-09-12,3,0.74,0.6667,0.51
15010,22-09-12,3,0.76,0.6818,0.48
15011,22-09-12,3,0.74,0.6667,0.48
15012,22-09-12,3,0.74,0.6667,0.51
15013,22-09-12,3,0.74,0.6667,0.51
15014,22-09-12,3,0.72,0.6667,0.54
15015,22-09-12,3,0.7,0.6515,0.58
15016,22-09-12,3,0.7,0.6515,0.54
15017,22-09-12,3,0.64,0.6212,0.57
15018,22-09-12,3,0.62,0.6212,0.57
15019,22-09-12,3,0.62,0.6212,0.5
15020,23-09-12,4,0.62,0.6212,0.38
15021,23-09-12,4,0.54,0.5152,0.52
15022,23-09-12,4,0.52,0.5,0.48
15023,23-09-12,4,0.48,0.4697,0.55
15024,23-09-12,4,0.46,0.4545,0.55
15025,23-09-12,4,0.46,0.4545,0.59
15026,23-09-12,4,0.44,0.4394,0.62
15027,23-09-12,4,0.46,0.4545,0.59
15028,23-09-12,4,0.48,0.4697,0.55
15029,23-09-12,4,0.5,0.4848,0.51
15030,23-09-12,4,0.54,0.5152,0.45
15031,23-09-12,4,0.56,0.5303,0.46
15032,23-09-12,4,0.56,0.5303,0.43
15033,23-09-12,4,0.6,0.6212,0.38
15034,23-09-12,4,0.6,0.6212,0.38
15035,23-09-12,4,0.6,0.6212,0.33
15036,23-09-12,4,0.6,0.6212,0.33
15037,23-09-12,4,0.56,0.5303,0.35
15038,23-09-12,4,0.54,0.5152,0.37
15039,23-09-12,4,0.52,0.5,0.42
15040,23-09-12,4,0.52,0.5,0.42
15041,23-09-12,4,0.52,0.5,0.48
15042,23-09-12,4,0.52,0.5,0.48
15043,23-09-12,4,0.5,0.4848,0.59
15044,24-09-12,4,0.46,0.4545,0.63
15045,24-09-12,4,0.46,0.4545,0.67
15046,24-09-12,4,0.46,0.4545,0.63
15047,24-09-12,4,0.46,0.4545,0.63
15048,24-09-12,4,0.44,0.4394,0.67
15049,24-09-12,4,0.46,0.4545,0.63
15050,24-09-12,4,0.46,0.4545,0.59
15051,24-09-12,4,0.46,0.4545,0.67
15052,24-09-12,4,0.5,0.4848,0.55
15053,24-09-12,4,0.52,0.5,0.52
15054,24-09-12,4,0.54,0.5152,0.49
15055,24-09-12,4,0.56,0.5303,0.37
15056,24-09-12,4,0.56,0.5303,0.35
15057,24-09-12,4,0.6,0.6212,0.31
15058,24-09-12,4,0.6,0.6061,0.28
15059,24-09-12,4,0.6,0.6212,0.31
15060,24-09-12,4,0.58,0.5455,0.3
15061,24-09-12,4,0.58,0.5455,0.3
15062,24-09-12,4,0.54,0.5152,0.37
15063,24-09-12,4,0.52,0.5,0.39
15064,24-09-12,4,0.52,0.5,0.52
15065,24-09-12,4,0.5,0.4848,0.51
15066,24-09-12,4,0.5,0.4848,0.51
15067,24-09-12,4,0.46,0.4545,0.63
15068,25-09-12,4,0.46,0.4545,0.67
15069,25-09-12,4,0.44,0.4394,0.72
15070,25-09-12,4,0.42,0.4242,0.77
15071,25-09-12,4,0.42,0.4242,0.71
15072,25-09-12,4,0.42,0.4242,0.71
15073,25-09-12,4,0.42,0.4242,0.77
15074,25-09-12,4,0.44,0.4394,0.77
15075,25-09-12,4,0.44,0.4394,0.77
15076,25-09-12,4,0.48,0.4697,0.67
15077,25-09-12,4,0.54,0.5152,0.56
15078,25-09-12,4,0.56,0.5303,0.52
15079,25-09-12,4,0.6,0.6212,0.46
15080,25-09-12,4,0.62,0.6212,0.43
15081,25-09-12,4,0.64,0.6212,0.47
15082,25-09-12,4,0.66,0.6212,0.39
15083,25-09-12,4,0.66,0.6212,0.36
15084,25-09-12,4,0.66,0.6212,0.39
15085,25-09-12,4,0.66,0.6212,0.39
15086,25-09-12,4,0.64,0.6212,0.41
15087,25-09-12,4,0.62,0.6212,0.5
15088,25-09-12,4,0.6,0.6212,0.56
15089,25-09-12,4,0.6,0.6212,0.56
15090,25-09-12,4,0.6,0.6212,0.56
15091,25-09-12,4,0.6,0.6212,0.56
15092,26-09-12,4,0.58,0.5455,0.64
15093,26-09-12,4,0.58,0.5455,0.64
15094,26-09-12,4,0.58,0.5455,0.64
15095,26-09-12,4,0.58,0.5455,0.64
15096,26-09-12,4,0.56,0.5303,0.73
15097,26-09-12,4,0.56,0.5303,0.73
15098,26-09-12,4,0.54,0.5152,0.73
15099,26-09-12,4,0.54,0.5152,0.77
15100,26-09-12,4,0.56,0.5303,0.73
15101,26-09-12,4,0.6,0.6061,0.64
15102,26-09-12,4,0.6,0.5909,0.73
15103,26-09-12,4,0.64,0.6212,0.61
15104,26-09-12,4,0.68,0.6364,0.61
15105,26-09-12,4,0.7,0.6515,0.58
15106,26-09-12,4,0.74,0.6667,0.48
15107,26-09-12,4,0.74,0.6667,0.48
15108,26-09-12,4,0.74,0.6667,0.45
15109,26-09-12,4,0.74,0.6667,0.48
15110,26-09-12,4,0.74,0.6667,0.48
15111,26-09-12,4,0.7,0.6515,0.54
15112,26-09-12,4,0.66,0.6212,0.69
15113,26-09-12,4,0.66,0.6212,0.65
15114,26-09-12,4,0.62,0.6061,0.69
15115,26-09-12,4,0.6,0.5758,0.78
15116,27-09-12,4,0.6,0.5758,0.78
15117,27-09-12,4,0.6,0.5758,0.78
15118,27-09-12,4,0.6,0.5758,0.78
15119,27-09-12,4,0.6,0.5758,0.78
15120,27-09-12,4,0.56,0.5303,0.94
15121,27-09-12,4,0.58,0.5455,0.83
15122,27-09-12,4,0.56,0.5303,0.88
15123,27-09-12,4,0.6,0.5758,0.78
15124,27-09-12,4,0.62,0.6061,0.71
15125,27-09-12,4,0.66,0.6212,0.65
15126,27-09-12,4,0.7,0.6515,0.51
15127,27-09-12,4,0.72,0.6667,0.51
15128,27-09-12,4,0.74,0.6667,0.48
15129,27-09-12,4,0.74,0.6667,0.48
15130,27-09-12,4,0.76,0.6818,0.45
15131,27-09-12,4,0.76,0.6818,0.45
15132,27-09-12,4,0.72,0.6667,0.58
15133,27-09-12,4,0.66,0.6212,0.69
15134,27-09-12,4,0.66,0.6212,0.69
15135,27-09-12,4,0.66,0.6212,0.65
15136,27-09-12,4,0.64,0.6061,0.69
15137,27-09-12,4,0.62,0.5758,0.83
15138,27-09-12,4,0.62,0.5758,0.83
15139,27-09-12,4,0.62,0.5758,0.83
15140,28-09-12,4,0.6,0.5455,0.88
15141,28-09-12,4,0.6,0.5455,0.88
15142,28-09-12,4,0.6,0.5455,0.88
15143,28-09-12,4,0.6,0.5606,0.83
15144,28-09-12,4,0.56,0.5303,0.88
15145,28-09-12,4,0.56,0.5303,0.88
15146,28-09-12,4,0.56,0.5303,0.94
15147,28-09-12,4,0.56,0.5303,0.94
15148,28-09-12,4,0.6,0.5606,0.83
15149,28-09-12,4,0.62,0.5758,0.83
15150,28-09-12,4,0.64,0.5909,0.78
15151,28-09-12,4,0.66,0.6212,0.69
15152,28-09-12,4,0.7,0.6515,0.54
15153,28-09-12,4,0.7,0.6515,0.51
15154,28-09-12,4,0.7,0.6515,0.54
15155,28-09-12,4,0.68,0.6364,0.54
15156,28-09-12,4,0.66,0.6212,0.5
15157,28-09-12,4,0.66,0.6212,0.54
15158,28-09-12,4,0.64,0.6212,0.5
15159,28-09-12,4,0.62,0.6212,0.5
15160,28-09-12,4,0.6,0.6212,0.53
15161,28-09-12,4,0.6,0.6212,0.53
15162,28-09-12,4,0.58,0.5455,0.53
15163,28-09-12,4,0.56,0.5303,0.56
15164,29-09-12,4,0.54,0.5152,0.6
15165,29-09-12,4,0.54,0.5152,0.6
15166,29-09-12,4,0.54,0.5152,0.56
15167,29-09-12,4,0.52,0.5,0.59
15168,29-09-12,4,0.52,0.5,0.59
15169,29-09-12,4,0.5,0.4848,0.63
15170,29-09-12,4,0.5,0.4848,0.63
15171,29-09-12,4,0.48,0.4697,0.67
15172,29-09-12,4,0.5,0.4848,0.68
15173,29-09-12,4,0.5,0.4848,0.63
15174,29-09-12,4,0.54,0.5152,0.56
15175,29-09-12,4,0.56,0.5303,0.52
15176,29-09-12,4,0.62,0.6212,0.41
15177,29-09-12,4,0.62,0.6212,0.41
15178,29-09-12,4,0.6,0.6212,0.4
15179,29-09-12,4,0.6,0.6212,0.43
15180,29-09-12,4,0.62,0.6212,0.41
15181,29-09-12,4,0.6,0.6212,0.38
15182,29-09-12,4,0.56,0.5303,0.46
15183,29-09-12,4,0.52,0.5,0.55
15184,29-09-12,4,0.52,0.5,0.55
15185,29-09-12,4,0.52,0.5,0.55
15186,29-09-12,4,0.5,0.4848,0.63
15187,29-09-12,4,0.5,0.4848,0.59
15188,30-09-12,4,0.5,0.4848,0.59
15189,30-09-12,4,0.5,0.4848,0.59
15190,30-09-12,4,0.48,0.4697,0.63
15191,30-09-12,4,0.46,0.4545,0.67
15192,30-09-12,4,0.46,0.4545,0.67
15193,30-09-12,4,0.44,0.4394,0.72
15194,30-09-12,4,0.44,0.4394,0.72
15195,30-09-12,4,0.44,0.4394,0.77
15196,30-09-12,4,0.48,0.4697,0.67
15197,30-09-12,4,0.52,0.5,0.63
15198,30-09-12,4,0.58,0.5455,0.46
15199,30-09-12,4,0.6,0.6212,0.43
15200,30-09-12,4,0.62,0.6212,0.41
15201,30-09-12,4,0.62,0.6212,0.41
15202,30-09-12,4,0.62,0.6212,0.41
15203,30-09-12,4,0.64,0.6212,0.36
15204,30-09-12,4,0.64,0.6212,0.36
15205,30-09-12,4,0.62,0.6212,0.35
15206,30-09-12,4,0.52,0.5,0.59
15207,30-09-12,4,0.5,0.4848,0.72
15208,30-09-12,4,0.5,0.4848,0.72
15209,30-09-12,4,0.5,0.4848,0.68
15210,30-09-12,4,0.48,0.4697,0.72
15211,30-09-12,4,0.48,0.4697,0.72
15212,01-10-12,4,0.46,0.4545,0.72
15213,01-10-12,4,0.44,0.4394,0.77
15214,01-10-12,4,0.46,0.4545,0.72
15215,01-10-12,4,0.44,0.4394,0.77
15216,01-10-12,4,0.42,0.4242,0.82
15217,01-10-12,4,0.44,0.4394,0.77
15218,01-10-12,4,0.44,0.4394,0.77
15219,01-10-12,4,0.44,0.4394,0.77
15220,01-10-12,4,0.46,0.4545,0.77
15221,01-10-12,4,0.52,0.5,0.63
15222,01-10-12,4,0.54,0.5152,0.56
15223,01-10-12,4,0.58,0.5455,0.46
15224,01-10-12,4,0.6,0.6212,0.43
15225,01-10-12,4,0.6,0.6212,0.43
15226,01-10-12,4,0.6,0.6212,0.43
15227,01-10-12,4,0.62,0.6212,0.43
15228,01-10-12,4,0.62,0.6212,0.46
15229,01-10-12,4,0.56,0.5303,0.6
15230,01-10-12,4,0.56,0.5303,0.64
15231,01-10-12,4,0.54,0.5152,0.68
15232,01-10-12,4,0.54,0.5152,0.68
15233,01-10-12,4,0.54,0.5152,0.73
15234,01-10-12,4,0.54,0.5152,0.77
